timestamp,project,bug_id,model,run_id,declared_test_file,resolved_test_file,test_file_found,post_test_pass,post_total,llm_energy_joules,duration_seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:23:41,cookiecutter,1,Qwen/Qwen2.5-Coder-3B,7,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,1113.9029,43.84029102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:25:39,cookiecutter,1,Qwen/Qwen2.5-Coder-3B,8,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,1107.827492,42.69675803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:28:52,cookiecutter,1,Qwen/Qwen2.5-Coder-3B,9,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,1070.037197,43.1003325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:31:57,cookiecutter,1,Qwen/Qwen2.5-Coder-3B,10,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,1254.85416,45.6619494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:37:20,cookiecutter,1,stabilityai/stablecode-3b,1,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1875.233853,57.534266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:39:09,cookiecutter,1,stabilityai/stablecode-3b,2,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1865.736403,48.76570988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:40:49,cookiecutter,1,stabilityai/stablecode-3b,3,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1897.276993,50.17705393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:42:31,cookiecutter,1,stabilityai/stablecode-3b,4,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1909.107662,49.37245727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:44:30,cookiecutter,1,stabilityai/stablecode-3b,5,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1899.728598,51.16659927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:46:28,cookiecutter,1,stabilityai/stablecode-3b,6,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1890.983465,49.97279668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:48:08,cookiecutter,1,stabilityai/stablecode-3b,7,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1880.716012,49.68333983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:50:04,cookiecutter,1,stabilityai/stablecode-3b,8,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1921.467538,50.41343045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:51:45,cookiecutter,1,stabilityai/stablecode-3b,9,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1910.887328,50.55705762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 20:53:23,cookiecutter,1,stabilityai/stablecode-3b,10,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,1910.762099,50.48179197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:25:51,cookiecutter,1,bigcode/starcoder2-7b,1,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4160.837393,113.0928488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:27:45,cookiecutter,1,bigcode/starcoder2-7b,2,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4163.075986,55.37327552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:29:42,cookiecutter,1,bigcode/starcoder2-7b,3,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4195.411289,54.53744173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:31:30,cookiecutter,1,bigcode/starcoder2-7b,4,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4201.717722,54.80576849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:33:19,cookiecutter,1,bigcode/starcoder2-7b,5,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4206.709708,55.17079878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:35:09,cookiecutter,1,bigcode/starcoder2-7b,6,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4199.79242,55.81305718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:37:02,cookiecutter,1,bigcode/starcoder2-7b,7,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4170.044713,55.58577776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:40:38,cookiecutter,1,bigcode/starcoder2-7b,8,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4113.04478,56.37843299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:42:30,cookiecutter,1,bigcode/starcoder2-7b,9,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4170.842919,54.81838727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 21:44:31,cookiecutter,1,bigcode/starcoder2-7b,10,tests/test_generate_context.py,tests/test_generate_context.py,1,10,10,4148.039063,56.14366579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02 10:33:49,cookiecutter,1,codellama/CodeLlama-13b-Instruct-hf,1,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,-1,166.4116447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02 10:35:26,cookiecutter,1,codellama/CodeLlama-13b-Instruct-hf,2,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,-1,45.83145189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02 10:36:57,cookiecutter,1,codellama/CodeLlama-13b-Instruct-hf,3,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,-1,45.00927687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02 10:41:43,cookiecutter,1,bigcode/starcoder2-15b,1,tests/test_generate_context.py,tests/test_generate_context.py,1,0,0,-1,60.50048256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:09:54,cookiecutter,2,bigcode/starcoder2-7b,1,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4017.379961,105.0776072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:11:48,cookiecutter,2,bigcode/starcoder2-7b,2,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4207.618378,62.03619409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:13:34,cookiecutter,2,bigcode/starcoder2-7b,3,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4069.230221,55.93674397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:15:21,cookiecutter,2,bigcode/starcoder2-7b,4,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4063.088092,56.24957633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:17:12,cookiecutter,2,bigcode/starcoder2-7b,5,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4244.16741,60.07245398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:18:59,cookiecutter,2,bigcode/starcoder2-7b,6,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4062.293808,56.12239432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:20:46,cookiecutter,2,bigcode/starcoder2-7b,7,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4040.366464,55.89498878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:22:35,cookiecutter,2,bigcode/starcoder2-7b,8,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4294.126309,60.08177948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:24:20,cookiecutter,2,bigcode/starcoder2-7b,9,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4069.072812,55.04841495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:26:08,cookiecutter,2,bigcode/starcoder2-7b,10,tests/test_hooks.py,tests/test_hooks.py,1,10,10,4063.905171,57.87239909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:30:11,cookiecutter,2,stabilityai/stablecode-3b,1,tests/test_hooks.py,tests/test_hooks.py,1,10,10,1853.043817,51.86557698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:31:52,cookiecutter,2,stabilityai/stablecode-3b,2,tests/test_hooks.py,tests/test_hooks.py,1,10,10,1835.8697,49.35148478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:33:36,cookiecutter,2,stabilityai/stablecode-3b,3,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2083.362466,53.89661145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:35:18,cookiecutter,2,stabilityai/stablecode-3b,4,tests/test_hooks.py,tests/test_hooks.py,1,10,10,1857.31271,50.35832286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:36:59,cookiecutter,2,stabilityai/stablecode-3b,5,tests/test_hooks.py,tests/test_hooks.py,1,10,10,1866.33341,50.31833482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:38:39,cookiecutter,2,stabilityai/stablecode-3b,6,tests/test_hooks.py,tests/test_hooks.py,1,10,10,1856.81832,49.70210791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:40:19,cookiecutter,2,stabilityai/stablecode-3b,7,tests/test_hooks.py,tests/test_hooks.py,1,10,10,1846.333719,49.28845501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:42:07,cookiecutter,2,stabilityai/stablecode-3b,8,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2084.461254,54.91334558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:43:48,cookiecutter,2,stabilityai/stablecode-3b,9,tests/test_hooks.py,tests/test_hooks.py,1,10,10,1844.201713,49.03273845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:45:28,cookiecutter,2,stabilityai/stablecode-3b,10,tests/test_hooks.py,tests/test_hooks.py,1,10,10,1870.899994,49.64180875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:47:58,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,1,tests/test_hooks.py,tests/test_hooks.py,1,5,10,662.1006852,42.15598083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:49:27,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,2,tests/test_hooks.py,tests/test_hooks.py,1,5,10,637.7059796,37.76242518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:50:55,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,3,tests/test_hooks.py,tests/test_hooks.py,1,5,10,635.0645307,37.74785018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:52:25,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,4,tests/test_hooks.py,tests/test_hooks.py,1,5,10,652.4621653,38.61276889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:53:53,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,5,tests/test_hooks.py,tests/test_hooks.py,1,5,10,642.5020646,37.5813942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:55:23,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,6,tests/test_hooks.py,tests/test_hooks.py,1,5,10,641.7718043,38.49794054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:56:53,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,7,tests/test_hooks.py,tests/test_hooks.py,1,5,10,632.8567627,38.80853295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:58:20,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,8,tests/test_hooks.py,tests/test_hooks.py,1,5,10,641.129976,37.92118454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 11:59:48,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,9,tests/test_hooks.py,tests/test_hooks.py,1,5,10,630.0537535,37.4425211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 12:01:18,cookiecutter,2,Qwen/Qwen2.5-Coder-3B,10,tests/test_hooks.py,tests/test_hooks.py,1,5,10,642.7267873,37.9922142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:22:42,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,1,tests/test_hooks.py,tests/test_hooks.py,1,10,10,470.4269263,82.96307635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:24:04,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,2,tests/test_hooks.py,tests/test_hooks.py,1,10,10,412.7331056,29.67911363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:25:25,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,3,tests/test_hooks.py,tests/test_hooks.py,1,10,10,410.8828455,29.68237805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:26:46,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,4,tests/test_hooks.py,tests/test_hooks.py,1,10,10,417.2073556,29.70817471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:28:07,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,5,tests/test_hooks.py,tests/test_hooks.py,1,10,10,420.7267701,30.10148978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:29:31,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,6,tests/test_hooks.py,tests/test_hooks.py,1,10,10,412.7364621,30.54070663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:30:55,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,7,tests/test_hooks.py,tests/test_hooks.py,1,10,10,474.1164169,31.67206478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:32:17,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,8,tests/test_hooks.py,tests/test_hooks.py,1,10,10,421.1590039,29.89323115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:33:38,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,9,tests/test_hooks.py,tests/test_hooks.py,1,10,10,417.0906364,30.58458495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:35:00,cookiecutter,2,Qwen/Qwen2.5-Coder-1.5B,10,tests/test_hooks.py,tests/test_hooks.py,1,10,10,419.7294827,30.94986081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:40:13,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,1,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2002.790925,97.87726808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:41:57,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,2,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2028.652313,52.2651279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:43:41,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,3,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2038.675511,51.43734264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:45:25,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,4,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2036.805762,51.73858786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:47:08,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,5,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2035.889106,52.23335552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:48:51,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,6,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2022.14355,51.71933842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:50:35,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,7,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2031.792004,52.42522383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:52:21,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,8,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2033.452944,51.61431909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:54:08,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,9,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2195.076285,56.08894134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:55:54,cookiecutter,2,deepseek-ai/deepseek-coder-6.7b-instruct,10,tests/test_hooks.py,tests/test_hooks.py,1,10,10,2214.636414,54.13521147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 15:59:37,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,1,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3471.6166,60.93023157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:01:32,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,2,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3502.50756,60.94420862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:03:24,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,3,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3528.6793,61.4768579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:05:16,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,4,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3506.257683,61.26102948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:07:07,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,5,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3510.247056,60.79062653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:09:02,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,6,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3517.307309,59.68722248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:10:54,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,7,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3514.8973,61.10582972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:12:46,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,8,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3511.930005,60.50006151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:14:36,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,9,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3507.127653,60.3547411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:16:27,cookiecutter,1,deepseek-ai/deepseek-coder-6.7b-instruct,10,tests/test_generate_context.py,tests/test_generate_context.py,1,5,10,3517.0998,60.32879233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:30:49,cookiecutter,2,codellama/CodeLlama-13b-Instruct-hf,1,tests/test_hooks.py,tests/test_hooks.py,1,0,0,-1,43.0286274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:46:08,cookiecutter,2,codellama/CodeLlama-13b-Instruct-hf,1,tests/test_hooks.py,tests/test_hooks.py,1,0,0,-1,43.04747224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03 16:47:34,cookiecutter,2,codellama/CodeLlama-13b-Instruct-hf,2,tests/test_hooks.py,tests/test_hooks.py,1,0,0,-1,40.33505511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
